Customer ID,Customer Name,Segment,Age,Country,City,State,Postal Code,Region
AH-10210,Alan Hwang,Consumer,58,United States,Brentwood,California,94513,West
KH-16690,Kristen Hastings,Corporate,36,United States,San Francisco,California,94110,West
BB-10990,Barry Blumstein,Corporate,41,United States,Inglewood,California,90301,West
JO-15280,Jas O'Carroll,Consumer,39,United States,Los Angeles,California,90004,West
KL-16555,Kelly Lampkin,Corporate,60,United States,Colorado Springs,Colorado,80906,West
BP-11185,Ben Peterman,Corporate,48,United States,Arvada,Colorado,80004,West
FA-14230,Frank Atkinson,Corporate,34,United States,Long Beach,California,90805,West
GK-14620,Grace Kelly,Corporate,32,United States,Hesperia,California,92345,West
DB-13615,Doug Bickford,Consumer,19,United States,Los Angeles,California,90045,West
AC-10420,Alyssa Crouse,Corporate,69,United States,San Francisco,California,94122,West
CC-12550,Clay Cheatham,Consumer,42,United States,San Francisco,California,94122,West
JD-16060,Julia Dunbar,Consumer,70,United States,San Francisco,California,94109,West
AG-10900,Arthur Gainer,Consumer,56,United States,Tucson,Arizona,85705,West
AS-10285,Alejandro Savely,Corporate,53,United States,San Francisco,California,94109,West
JG-15115,Jack Garza,Consumer,63,United States,Des Moines,Washington,98198,West
VP-21730,Victor Preis,Home Office,35,United States,Las Vegas,Nevada,89115,West
KH-16510,Keith Herrera,Consumer,27,United States,San Francisco,California,94110,West
KC-16675,Kimberly Carter,Corporate,31,United States,Seattle,Washington,98105,West
CJ-12010,Caroline Jumper,Consumer,64,United States,Huntington Beach,California,92646,West
PB-19150,Philip Brown,Consumer,30,United States,Los Angeles,California,90004,West
SC-20095,Sanjit Chand,Consumer,27,United States,Concord,California,94521,West
TN-21040,Tanja Norvell,Home Office,37,United States,Phoenix,Arizona,85023,West
JP-15520,Jeremy Pistek,Consumer,54,United States,San Francisco,California,94110,West
XP-21865,Xylona Preis,Consumer,32,United States,San Diego,California,92024,West
MT-18070,Michelle Tran,Home Office,69,United States,Los Angeles,California,90045,West
SS-20590,Sonia Sunley,Consumer,51,United States,Seattle,Washington,98115,West
MY-17380,Maribeth Yedwab,Corporate,70,United States,Parker,Colorado,80134,West
BN-11515,Bradley Nguyen,Consumer,63,United States,Los Angeles,California,90049,West
KB-16240,Karen Bern,Corporate,42,United States,Los Angeles,California,90036,West
JC-15340,Jasper Cacioppo,Consumer,39,United States,Los Angeles,California,90032,West
AA-10375,Allen Armold,Consumer,22,United States,Mesa,Arizona,85204,West
BD-11320,Bill Donatelli,Consumer,68,United States,San Francisco,California,94110,West
OT-18730,Olvera Toch,Consumer,39,United States,Los Angeles,California,90045,West
LP-17080,Liz Pelletier,Consumer,22,United States,San Francisco,California,94110,West
JF-15490,Jeremy Farry,Consumer,38,United States,Seattle,Washington,98105,West
FP-14320,Frank Preis,Consumer,20,United States,Los Angeles,California,90008,West
EB-13840,Ellis Ballard,Corporate,25,United States,Seattle,Washington,98105,West
SF-20200,Sarah Foster,Consumer,38,United States,Marysville,Washington,98270,West
TG-21640,Trudy Glocke,Consumer,41,United States,Long Beach,California,90805,West
CC-12145,Charles Crestani,Consumer,21,United States,Los Angeles,California,90004,West
DV-13465,Dianna Vittorini,Consumer,60,United States,Denver,Colorado,80219,West
ZC-21910,Zuschuss Carroll,Consumer,61,United States,Salem,Oregon,97301,West
LR-16915,Lena Radford,Consumer,35,United States,San Diego,California,92024,West
AT-10735,Annie Thurman,Consumer,30,United States,Seattle,Washington,98115,West
FM-14380,Fred McMath,Consumer,30,United States,Aurora,Colorado,80013,West
ME-17725,Max Engle,Consumer,50,United States,Aurora,Colorado,80013,West
JL-15835,John Lee,Consumer,57,United States,Mission Viejo,California,92691,West
AR-10825,Anthony Rawles,Corporate,39,United States,Vancouver,Washington,98661,West
AB-10165,Alan Barnes,Consumer,22,United States,Los Angeles,California,90036,West
JK-15370,Jay Kimmel,Consumer,27,United States,Long Beach,California,90805,West
CK-12325,Christine Kargatis,Home Office,53,United States,Orem,Utah,84057,West
RD-19810,Ross DeVincentis,Home Office,35,United States,Los Angeles,California,90045,West
DS-13030,Darrin Sayre,Home Office,62,United States,Seattle,Washington,98115,West
YC-21895,Yoseph Carroll,Corporate,42,United States,San Francisco,California,94110,West
LT-17110,Liz Thompson,Consumer,51,United States,Lancaster,California,93534,West
ES-14020,Erica Smith,Consumer,47,United States,San Francisco,California,94110,West
CD-11920,Carlos Daly,Consumer,51,United States,Lake Elsinore,California,92530,West
HW-14935,Helen Wasserman,Corporate,55,United States,San Diego,California,92105,West
GM-14440,Gary McGarr,Consumer,19,United States,San Francisco,California,94122,West
PJ-19015,Pauline Johnson,Consumer,48,United States,Santa Ana,California,92704,West
PG-18820,Patrick Gardner,Consumer,38,United States,San Francisco,California,94110,West
EM-14095,Eudokia Martin,Corporate,56,United States,Los Angeles,California,90036,West
DP-13105,Dave Poirier,Corporate,66,United States,Salinas,California,93905,West
CM-12445,Chuck Magee,Consumer,27,United States,San Francisco,California,94122,West
JS-15595,Jill Stevenson,Corporate,65,United States,Los Angeles,California,90045,West
PC-18745,Pamela Coakley,Corporate,25,United States,San Francisco,California,94122,West
RP-19270,Rachel Payne,Corporate,47,United States,Riverside,California,92503,West
KC-16255,Karen Carlisle,Corporate,23,United States,San Francisco,California,94110,West
JA-15970,Joseph Airdo,Consumer,56,United States,Phoenix,Arizona,85023,West
DL-12925,Daniel Lacy,Consumer,23,United States,Oceanside,California,92054,West
LW-16990,Lindsay Williams,Corporate,58,United States,San Francisco,California,94110,West
TZ-21580,Tracy Zic,Consumer,65,United States,Louisville,Colorado,80027,West
RA-19945,Ryan Akin,Consumer,39,United States,Murrieta,California,92563,West
MT-17815,Meg Tillman,Consumer,58,United States,Scottsdale,Arizona,85254,West
VG-21790,Vivek Gonzalez,Consumer,44,United States,San Diego,California,92037,West
JS-15880,John Stevenson,Consumer,60,United States,Seattle,Washington,98103,West
HR-14770,Hallie Redmond,Home Office,67,United States,Los Angeles,California,90045,West
JJ-15445,Jennifer Jackson,Consumer,47,United States,Los Angeles,California,90004,West
BD-11620,Brian DeCherney,Consumer,46,United States,San Francisco,California,94122,West
SN-20560,Skye Norling,Home Office,65,United States,Los Angeles,California,90008,West
EH-14005,Erica Hernandez,Home Office,38,United States,Denver,Colorado,80219,West
MS-17710,Maurice Satty,Consumer,46,United States,Mesa,Arizona,85204,West
DW-13540,Don Weiss,Consumer,60,United States,Seattle,Washington,98105,West
CY-12745,Craig Yedwab,Corporate,36,United States,Oakland,California,94601,West
PV-18985,Paul Van Hugh,Home Office,64,United States,San Francisco,California,94122,West
NM-18520,Neoma Murray,Consumer,45,United States,Riverside,California,92503,West
DL-13495,Dionis Lloyd,Corporate,52,United States,San Francisco,California,94110,West
LT-16765,Larry Tron,Consumer,42,United States,Escondido,California,92025,West
AT-10435,Alyssa Tate,Home Office,19,United States,Los Angeles,California,90004,West
HR-14830,Harold Ryan,Corporate,69,United States,Seattle,Washington,98103,West
BT-11530,Bradley Talbott,Home Office,34,United States,Los Angeles,California,90036,West
BF-11170,Ben Ferrer,Home Office,19,United States,Los Angeles,California,90036,West
GM-14680,Greg Matthias,Consumer,69,United States,Seattle,Washington,98105,West
NP-18700,Nora Preis,Consumer,32,United States,Fresno,California,93727,West
PF-19225,Phillip Flathmann,Consumer,49,United States,San Francisco,California,94122,West
JH-16180,Justin Hirsh,Consumer,57,United States,Pueblo,Colorado,81001,West
EB-13975,Erica Bern,Corporate,53,United States,Fairfield,California,94533,West
HG-14965,Henry Goldwyn,Corporate,32,United States,Los Angeles,California,90032,West
FG-14260,Frank Gastineau,Home Office,67,United States,San Francisco,California,94110,West
LD-17005,Lisa DeCherney,Consumer,65,United States,San Francisco,California,94109,West
JF-15190,Jamie Frazer,Consumer,26,United States,Los Angeles,California,90008,West
KT-16465,Kean Takahito,Consumer,24,United States,Los Angeles,California,90049,West
AB-10600,Ann Blume,Corporate,34,United States,Tucson,Arizona,85705,West
SZ-20035,Sam Zeldin,Home Office,39,United States,Pico Rivera,California,90660,West
AB-10105,Adrian Barton,Consumer,63,United States,Phoenix,Arizona,85023,West
BT-11305,Beth Thompson,Home Office,38,United States,Costa Mesa,California,92627,West
RW-19540,Rick Wilson,Corporate,52,United States,Mesa,Arizona,85204,West
DK-12835,Damala Kotsonis,Corporate,57,United States,Salinas,California,93905,West
MM-17920,Michael Moore,Consumer,41,United States,San Francisco,California,94110,West
SC-20440,Shaun Chance,Corporate,28,United States,Aurora,Colorado,80013,West
TS-21085,Thais Sissman,Consumer,21,United States,Phoenix,Arizona,85023,West
KN-16390,Katherine Nockton,Corporate,43,United States,Los Angeles,California,90004,West
CM-12655,Corinna Mitchell,Home Office,33,United States,Los Angeles,California,90008,West
JW-15220,Jane Waco,Corporate,24,United States,Vancouver,Washington,98661,West
PC-19000,Pauline Chand,Home Office,49,United States,Los Angeles,California,90004,West
TB-21400,Tom Boeckenhauer,Consumer,37,United States,Seattle,Washington,98105,West
GH-14425,Gary Hwang,Consumer,63,United States,Tucson,Arizona,85705,West
MP-18175,Mike Pelletier,Home Office,34,United States,Laguna Niguel,California,92677,West
DB-13270,Deborah Brumfield,Home Office,24,United States,San Diego,California,92024,West
IG-15085,Ivan Gibson,Consumer,63,United States,San Diego,California,92024,West
EB-13750,Edward Becker,Corporate,20,United States,Seattle,Washington,98103,West
RD-19480,Rick Duston,Consumer,47,United States,Olympia,Washington,98502,West
ML-17395,Marina Lichtenstein,Corporate,44,United States,Los Angeles,California,90008,West
JC-15385,Jenna Caffey,Consumer,35,United States,Kent,Washington,98031,West
JG-15160,James Galang,Consumer,37,United States,Los Angeles,California,90049,West
NW-18400,Natalie Webber,Consumer,29,United States,Tigard,Oregon,97224,West
HH-15010,Hilary Holden,Corporate,58,United States,San Francisco,California,94110,West
CD-12280,Christina DeMoss,Consumer,42,United States,Seattle,Washington,98105,West
TH-21100,Thea Hendricks,Consumer,21,United States,Los Angeles,California,90045,West
MM-18055,Michelle Moray,Consumer,19,United States,Seattle,Washington,98115,West
RB-19645,Robert Barroso,Corporate,40,United States,North Las Vegas,Nevada,89031,West
EB-13930,Eric Barreto,Consumer,63,United States,San Francisco,California,94110,West
PS-18760,Pamela Stobb,Consumer,36,United States,Los Angeles,California,90008,West
CD-12790,Cynthia Delaney,Home Office,70,United States,San Diego,California,92037,West
JK-15205,Jamie Kunitz,Consumer,48,United States,San Francisco,California,94122,West
ED-13885,Emily Ducich,Home Office,28,United States,San Diego,California,92037,West
JW-15955,Joni Wasserman,Consumer,45,United States,Oakland,California,94601,West
GW-14605,Giulietta Weimer,Consumer,49,United States,Seattle,Washington,98115,West
NC-18625,Noah Childs,Corporate,48,United States,Aurora,Colorado,80013,West
ME-18010,Michelle Ellison,Corporate,34,United States,San Francisco,California,94122,West
BP-11230,Benjamin Patterson,Consumer,19,United States,Spokane,Washington,99207,West
JE-15715,Joe Elijah,Consumer,44,United States,Broomfield,Colorado,80020,West
LW-17215,Luke Weiss,Consumer,60,United States,Pasadena,California,91104,West
KA-16525,Kelly Andreada,Consumer,59,United States,Ontario,California,91761,West
TC-20980,Tamara Chand,Corporate,29,United States,Seattle,Washington,98105,West
AH-10120,Adrian Hane,Home Office,27,United States,Tucson,Arizona,85705,West
SW-20245,Scot Wooten,Consumer,20,United States,Stockton,California,95207,West
KF-16285,Karen Ferguson,Home Office,65,United States,Manteca,California,95336,West
IL-15100,Ivan Liston,Consumer,53,United States,San Francisco,California,94122,West
PB-18805,Patrick Bzostek,Home Office,61,United States,Salt Lake City,Utah,84106,West
MH-17620,Matt Hagelstein,Corporate,22,United States,San Francisco,California,94110,West
BT-11440,Bobby Trafton,Consumer,20,United States,Littleton,Colorado,80122,West
TG-21310,Toby Gnade,Consumer,68,United States,Los Angeles,California,90049,West
BF-11005,Barry Franz,Home Office,56,United States,Pasadena,California,91104,West
JM-16195,Justin MacKendrick,Consumer,18,United States,Los Angeles,California,90004,West
MZ-17335,Maria Zettner,Home Office,29,United States,San Diego,California,92024,West
TP-21415,Tom Prescott,Consumer,52,United States,Seattle,Washington,98115,West
JK-15625,Jim Karlsson,Consumer,34,United States,Seattle,Washington,98115,West
RS-19420,Ricardo Sperren,Corporate,44,United States,Seattle,Washington,98115,West
BC-11125,Becky Castell,Home Office,35,United States,Peoria,Arizona,85345,West
KN-16705,Kristina Nunn,Home Office,65,United States,Fort Collins,Colorado,80525,West
SC-20260,Scott Cohen,Corporate,24,United States,San Francisco,California,94122,West
CV-12295,Christina VanderZanden,Consumer,58,United States,Fresno,California,93727,West
TM-21010,Tamara Manning,Consumer,31,United States,San Francisco,California,94122,West
EM-13810,Eleni McCrary,Corporate,59,United States,Los Angeles,California,90036,West
ML-18040,Michelle Lonsdale,Corporate,22,United States,Albuquerque,New Mexico,87105,West
PW-19240,Pierre Wener,Consumer,70,United States,Louisville,Colorado,80027,West
SC-20380,Shahid Collister,Consumer,68,United States,Seattle,Washington,98115,West
GM-14695,Greg Maxwell,Corporate,49,United States,Los Angeles,California,90036,West
RR-19315,Ralph Ritter,Consumer,31,United States,San Francisco,California,94110,West
LO-17170,Lori Olson,Corporate,29,United States,La Quinta,California,92253,West
KD-16615,Ken Dana,Corporate,41,United States,Scottsdale,Arizona,85254,West
BO-11350,Bill Overfelt,Corporate,46,United States,Los Angeles,California,90045,West
AG-10300,Aleksandra Gannaway,Corporate,68,United States,Los Angeles,California,90049,West
JF-15295,Jason Fortune-,Consumer,59,United States,Seattle,Washington,98103,West
TT-21265,Tim Taslimi,Corporate,69,United States,Los Angeles,California,90045,West
NL-18310,Nancy Lomonaco,Home Office,69,United States,Los Angeles,California,90045,West
TC-21295,Toby Carlisle,Consumer,31,United States,San Diego,California,92024,West
SV-20785,Stewart Visinsky,Consumer,34,United States,Pueblo,Colorado,81001,West
DF-13135,David Flashing,Consumer,45,United States,Vallejo,California,94591,West
FH-14350,Fred Harton,Consumer,45,United States,Seattle,Washington,98105,West
MS-17530,MaryBeth Skach,Consumer,45,United States,San Diego,California,92037,West
GA-14515,George Ashbrook,Consumer,42,United States,San Francisco,California,94122,West
Dp-13240,Dean percer,Home Office,64,United States,Murray,Utah,84107,West
DL-13330,Denise Leinenbach,Consumer,69,United States,Las Cruces,New Mexico,88001,West
MH-18025,Michelle Huthwaite,Consumer,40,United States,Seattle,Washington,98115,West
DM-13015,Darrin Martin,Consumer,53,United States,Encinitas,California,92024,West
BF-11275,Beth Fritzler,Corporate,21,United States,Tucson,Arizona,85705,West
EM-14140,Eugene Moren,Home Office,49,United States,Glendale,Arizona,85301,West
AY-10555,Andy Yotov,Corporate,61,United States,Oceanside,California,92054,West
SR-20425,Sharelle Roach,Home Office,25,United States,Louisville,Colorado,80027,West
BF-11215,Benjamin Farhat,Home Office,69,United States,Albuquerque,New Mexico,87105,West
KB-16405,Katrina Bavinger,Home Office,34,United States,Apple Valley,California,92307,West
CS-11845,Cari Sayre,Corporate,24,United States,Seattle,Washington,98105,West
GH-14410,Gary Hansen,Home Office,42,United States,Glendale,Arizona,85301,West
PR-18880,Patrick Ryan,Consumer,44,United States,Oakland,California,94601,West
LC-17050,Liz Carlisle,Consumer,60,United States,Mission Viejo,California,92691,West
DB-12970,Darren Budd,Corporate,42,United States,Los Angeles,California,90004,West
EJ-13720,Ed Jacobs,Consumer,44,United States,San Diego,California,92037,West
PF-19120,Peter Fuller,Consumer,48,United States,Gilbert,Arizona,85234,West
SP-20920,Susan Pistek,Consumer,37,United States,Los Angeles,California,90036,West
TP-21565,Tracy Poddar,Corporate,25,United States,Aurora,Colorado,80013,West
EK-13795,Eileen Kiefer,Home Office,25,United States,Santa Ana,California,92704,West
AG-10330,Alex Grayson,Consumer,51,United States,Stockton,California,95207,West
GR-14560,Georgia Rosenberg,Corporate,33,United States,San Francisco,California,94110,West
VS-21820,Vivek Sundaresam,Consumer,22,United States,Los Angeles,California,90036,West
TS-21430,Tom Stivers,Corporate,22,United States,Los Angeles,California,90045,West
MF-18250,Monica Federle,Corporate,34,United States,Los Angeles,California,90036,West
KS-16300,Karen Seio,Corporate,53,United States,Lehi,Utah,84043,West
AB-10015,Aaron Bergman,Consumer,66,United States,Seattle,Washington,98103,West
SS-20410,Shahid Shariari,Consumer,35,United States,Los Angeles,California,90008,West
ML-18265,Muhammed Lee,Consumer,51,United States,Seattle,Washington,98103,West
MH-17290,Marc Harrigan,Home Office,39,United States,Los Angeles,California,90036,West
DO-13645,Doug O'Connell,Consumer,20,United States,Los Angeles,California,90036,West
AO-10810,Anthony O'Donnell,Corporate,66,United States,Los Angeles,California,90045,West
VP-21760,Victoria Pisteka,Corporate,35,United States,San Francisco,California,94109,West
IM-15055,Ionia McGrath,Consumer,40,United States,Roseville,California,95661,West
BD-11560,Brendan Dodson,Home Office,54,United States,Fresno,California,93727,West
